tweet_id,rating_numerator,rating_denominator,name,year,day,month,hour,stages,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count
872967104147763200,12,10,None,2017,Fri,Jun,0,doggo,Labrador retriever,0.476913,True,Chesapeake bay retriever,0.174145,True,Chesapeake bay retriever,0.0928614,True,26960,5346
872820683541237760,13,10,None,2017,Thu,Jun,14,None,Pug,0.99912,True,French bulldog,0.00055192,True,French bulldog,7.28904e-05,True,14508,3650
872620804844003328,13,10,Monkey,2017,Thu,Jun,1,None,Cocker spaniel,0.513191,True,Sussex spaniel,0.159088,True,Sussex spaniel,0.149509,True,20514,3650
872486979161796608,12,10,None,2017,Wed,Jun,16,None,Pembroke,0.931861,True,Cardigan,0.0377212,True,Cardigan,0.0119667,True,40110,8927
872261713294495745,13,10,Harry,2017,Wed,Jun,1,None,Labrador retriever,0.972019,True,Flat-coated retriever,0.00817828,True,Flat-coated retriever,0.00735927,True,33742,6250
872122724285648897,12,10,Kody,2017,Tue,Jun,16,None,Basketball,0.808396,False,Pug,0.06673630000000001,True,Pug,0.0545698,True,33961,8043
871879754684805121,13,10,Lassie,2017,Tue,Jun,0,None,Shetland sheepdog,0.969171,True,Collie,0.0182607,True,Collie,0.00851534,True,37468,11052
871762521631449091,12,10,Rover,2017,Mon,Jun,16,pupper,Labrador retriever,0.921393,True,Golden retriever,0.064608,True,Golden retriever,0.00338337,True,20017,3447
871515927908634625,12,10,Napolean,2017,Sun,Jun,23,doggo,Komondor,0.974781,True,Briard,0.0200413,True,Briard,0.00322824,False,19961,3427
871032628920680449,13,10,Boomer,2017,Sat,Jun,15,None,Kelpie,0.3980530000000001,True,Macaque,0.0689549,False,Macaque,0.0506018,False,22410,3787
870804317367881728,11,10,None,2017,Sat,Jun,0,None,Home theater,0.16829000000000002,False,Sandbar,0.0980404,False,Sandbar,0.07972939999999999,False,33252,6161
870656317836468226,13,10,Cody,2017,Fri,Jun,15,None,Pembroke,0.945495,True,Cardigan,0.0458755,True,Cardigan,0.00432943,True,12281,2628
870374049280663552,13,10,Zoey,2017,Thu,Jun,20,None,Golden retriever,0.841001,True,Great pyrenees,0.0992784,True,Great pyrenees,0.0326213,True,81899,26073
870308999962521604,13,10,Rumble,2017,Thu,Jun,16,None,Greater swiss mountain dog,0.6227520000000001,True,Appenzeller,0.15846300000000002,True,Appenzeller,0.148115,True,21625,4137
870063196459192321,14,10,Clifford,2017,Wed,May,23,None,Comic book,0.534409,False,Envelope,0.280722,False,Envelope,0.043785500000000005,False,36312,8317
869772420881756160,13,10,Dewey,2017,Wed,May,4,None,Pembroke,0.980148,True,Cardigan,0.0192711,True,Cardigan,0.00013626,True,42029,9996
869702957897576449,13,10,Stanley,2017,Tue,May,23,None,Pembroke,0.993449,True,Cardigan,0.00632508,True,Cardigan,0.000177598,True,27985,6328
869596645499047938,12,10,Scout,2017,Tue,May,16,doggo,Chihuahua,0.955156,True,Toy terrier,0.00805373,True,Toy terrier,0.00629563,False,15835,3125
869227993411051520,13,10,Gizmo,2017,Mon,May,16,None,Pembroke,0.664181,True,Chihuahua,0.169234,True,Chihuahua,0.1327,True,20290,3774
868880397819494401,14,10,Walter,2017,Sun,May,17,None,Laptop,0.153718,False,French bulldog,0.0999839,True,French bulldog,0.0771299,False,65141,14455
868622495443632128,13,10,None,2017,Sun,May,0,None,Labrador retriever,0.868107,True,Great pyrenees,0.060973,True,Great pyrenees,0.0334889,True,26566,5292
868552278524837888,12,10,Cooper,2017,Sat,May,19,None,Whippet,0.378151,True,Italian greyhound,0.275935,True,Italian greyhound,0.0949906,True,10063,2097
867900495410671616,12,10,None,2017,Fri,May,0,None,Labrador retriever,0.522644,True,Kuvasz,0.332461,True,Kuvasz,0.0320081,True,24055,4180
867774946302451713,13,10,Harold,2017,Thu,May,16,None,Border collie,0.661953,True,Cardigan,0.175718,True,Cardigan,0.0871424,True,33803,7345
867421006826221569,12,10,Shikha,2017,Wed,May,16,puppo,Eskimo dog,0.6164569999999999,True,Siberian husky,0.38133,True,Siberian husky,0.00167022,True,16032,2508
867051520902168576,13,10,None,2017,Tue,May,16,None,Samoyed,0.471403,True,Pekinese,0.302219,True,Pekinese,0.156606,True,32095,7886
866686824827068416,12,10,Lili,2017,Mon,May,16,None,Flat-coated retriever,0.51473,True,Groenendael,0.30640700000000004,True,Groenendael,0.0613141,True,19264,3491
866450705531457537,13,10,Jamesy,2017,Mon,May,0,pupper,French bulldog,0.905334,True,Boston bull,0.0780597,True,Boston bull,0.00177092,True,121875,35420
866334964761202691,12,10,Coco,2017,Sun,May,16,None,Samoyed,0.984086,True,Pomeranian,0.00791928,True,Pomeranian,0.00332813,True,52409,14499
865718153858494464,13,10,Boomer,2017,Fri,May,23,None,Golden retriever,0.673664,True,Kuvasz,0.157523,True,Kuvasz,0.126073,True,25583,5646
865359393868664832,13,10,Sammy,2017,Fri,May,0,None,Chesapeake bay retriever,0.832435,True,Labrador retriever,0.163551,True,Labrador retriever,0.00277025,True,26438,5030
865006731092295680,13,10,Nelly,2017,Thu,May,0,None,Pembroke,0.989882,True,Cardigan,0.00990646,True,Cardigan,0.000134952,True,27969,7731
864873206498414592,14,10,None,2017,Wed,May,16,None,Pole,0.478616,False,Lakeside,0.114182,False,Lakeside,0.0559265,False,32264,8755
864279568663928832,12,10,Meatball,2017,Tue,May,0,None,Bull mastiff,0.668613,True,French bulldog,0.180562,True,French bulldog,0.0522374,True,14625,3057
864197398364647424,13,10,Paisley,2017,Mon,May,19,None,Golden retriever,0.945905,True,Labrador retriever,0.0212636,True,Labrador retriever,0.0204928,True,30164,9010
863907417377173506,13,10,Albus,2017,Mon,May,0,None,Marmot,0.35882800000000004,False,Meerkat,0.174703,False,Meerkat,0.123485,False,20633,4178
863553081350529029,13,10,Neptune,2017,Sun,May,0,None,Eskimo dog,0.41333,True,Malamute,0.347646,True,Malamute,0.149536,True,15318,4219
863432100342583297,12,10,Belle,2017,Sat,May,16,None,Staffordshire bullterrier,0.690517,True,French bulldog,0.10336,True,French bulldog,0.07948939999999999,True,23855,5311
863079547188785154,14,10,None,2017,Fri,May,17,None,Lakeland terrier,0.275242,True,Airedale,0.190569,True,Airedale,0.102595,False,8784,1114
863062471531167744,13,10,Quinn,2017,Fri,May,16,None,French bulldog,0.935804,True,Pug,0.0595762,True,Pug,0.00141218,True,8550,2476
862831371563274240,13,10,Zooey,2017,Fri,May,0,None,Australian terrier,0.207281,True,Irish terrier,0.156296,True,Irish terrier,0.123536,True,19212,5149
862722525377298433,11,10,Dave,2017,Thu,May,17,None,Basset,0.39333,True,Beagle,0.24203400000000005,True,Beagle,0.0776925,True,17109,3565
862457590147678208,13,10,Jersey,2017,Thu,May,0,None,Home theater,0.496348,False,Studio couch,0.167256,False,Studio couch,0.052625,False,20603,5013
862096992088072192,13,10,None,2017,Wed,May,0,None,Chow,0.677589,True,Pomeranian,0.270648,True,Pomeranian,0.0381099,True,74779,23570
861383897657036800,13,10,Hobbes,2017,Mon,May,0,None,Cardigan,0.771008,True,Pembroke,0.137174,True,Pembroke,0.0633086,True,36222,10847
861288531465048066,13,10,None,2017,Sun,May,18,None,Syringe,0.14471199999999998,False,Oxygen mask,0.106684,False,Oxygen mask,0.0826102,True,17267,4209
861005113778896900,12,10,Burt,2017,Sat,May,23,None,German shepherd,0.507951,True,Pembroke,0.136113,True,Pembroke,0.07576419999999999,False,16786,3845
860563773140209665,13,10,Lorenzo,2017,Fri,May,18,None,Cardigan,0.583936,True,Pembroke,0.0559794,True,Pembroke,0.0458957,True,7555,2187
860524505164394496,13,10,Carl,2017,Fri,May,16,None,Bedlington terrier,0.286558,True,Toy poodle,0.235193,True,Toy poodle,0.08795069999999999,True,23755,5364
860276583193509888,12,10,Jordy,2017,Thu,May,23,None,Lakeside,0.312299,False,Dock,0.159842,False,Dock,0.07079450000000001,False,18403,3528
860184849394610176,14,10,None,2017,Thu,May,17,None,Chimpanzee,0.267612,False,Gorilla,0.104293,False,Gorilla,0.0599075,False,16780,5940
859924526012018688,12,10,Milky,2017,Thu,May,0,None,French bulldog,0.254587,True,Staffordshire bullterrier,0.192558,True,Staffordshire bullterrier,0.10027,False,19684,4160
859851578198683649,13,10,Trooper,2017,Wed,May,19,None,Labrador retriever,0.899086,True,Golden retriever,0.0470908,True,Golden retriever,0.0232063,True,15505,3568
859607811541651456,13,10,None,2017,Wed,May,3,puppo,Golden retriever,0.8955290000000001,True,Irish setter,0.0240993,True,Irish setter,0.0192854,True,18722,1603
859196978902773760,12,10,quite,2017,Tue,May,0,None,Angora,0.224218,False,Malamute,0.216163,True,Malamute,0.128383,False,90649,30763
859074603037188101,13,10,None,2017,Mon,May,15,None,Revolver,0.190292,False,Projectile,0.149064,False,Projectile,0.0660466,False,34134,13876
858843525470990336,13,10,None,2017,Mon,May,0,doggo,Golden retriever,0.57812,True,Labrador retriever,0.286059,True,Labrador retriever,0.0269173,True,15661,3547
858471635011153920,13,10,Sophie,2017,Sun,Apr,0,None,Pembroke,0.987407,True,Cardigan,0.00872303,True,Cardigan,0.00342373,True,21707,4948
858107933456039936,12,10,Wyatt,2017,Fri,Apr,23,None,Golden retriever,0.863874,True,Labrador retriever,0.01592,True,Labrador retriever,0.0106153,False,15879,2977
857989990357356544,12,10,Rosie,2017,Fri,Apr,16,None,French bulldog,0.43258,True,English springer,0.325898,True,English springer,0.0426179,True,16293,2641
857746408056729600,13,10,Thor,2017,Fri,Apr,0,None,Labrador retriever,0.919832,True,Beagle,0.043513,True,Beagle,0.0233588,True,34636,10875
857393404942143489,13,10,None,2017,Thu,Apr,0,None,Malamute,0.8415969999999999,True,Siberian husky,0.0736435,True,Siberian husky,0.0721286,True,5980,1687
857263160327368704,13,10,Oscar,2017,Wed,Apr,16,None,Samoyed,0.998021,True,Pomeranian,0.000921636,True,Pomeranian,0.000311261,True,20231,4624
857029823797047296,12,10,Zeke,2017,Wed,Apr,0,None,Golden retriever,0.968623,True,Labrador retriever,0.0103252,True,Labrador retriever,0.00414842,True,19161,4113
856543823941562368,12,10,Callie,2017,Mon,Apr,16,None,Boston bull,0.30691,True,Siamese cat,0.191218,False,Siamese cat,0.189288,True,16469,2956
856526610513747968,14,10,None,2017,Mon,Apr,15,None,Old english sheepdog,0.798481,True,Tibetan terrier,0.0606024,True,Tibetan terrier,0.0407219,True,12003,1935
856282028240666624,14,10,Cermet,2017,Sun,Apr,23,None,Chihuahua,0.8765430000000001,True,Italian greyhound,0.032961800000000006,True,Italian greyhound,0.0207759,True,28119,6502
855459453768019968,12,10,quite,2017,Fri,Apr,16,None,Blenheim spaniel,0.389513,True,Pekinese,0.18822,True,Pekinese,0.0826282,True,30420,8465
854732716440526848,12,10,Marlee,2017,Wed,Apr,16,None,Pembroke,0.6955479999999999,True,Cardigan,0.0589017,True,Cardigan,0.0284106,True,23248,6319
854482394044301312,13,10,Arya,2017,Tue,Apr,23,None,Chihuahua,0.26024200000000003,True,Toy poodle,0.189158,True,Toy poodle,0.14419500000000002,True,29863,7105
854365224396361728,13,10,Einstein,2017,Tue,Apr,16,None,Pembroke,0.90708,True,Cardigan,0.086272,True,Cardigan,0.00141323,True,19268,4859
854120357044912130,14,10,None,2017,Mon,Apr,23,pupper,Black-and-tan coonhound,0.8548610000000001,True,Doberman,0.0507918,True,Doberman,0.0217617,True,32612,7756
853760880890318849,12,10,Alice,2017,Mon,Apr,0,None,Miniature pinscher,0.29251900000000003,True,Chihuahua,0.120946,True,Chihuahua,0.11949,True,29197,6010
853639147608842240,13,10,None,2017,Sun,Apr,16,None,German shepherd,0.509879,True,Malinois,0.237311,True,Malinois,0.0469162,True,35609,10548
853299958564483072,13,10,Rumpole,2017,Sat,Apr,17,None,Grille,0.65228,False,Beach wagon,0.112846,False,Beach wagon,0.0862523,False,15880,3719
852912242202992640,12,10,Benny,2017,Fri,Apr,15,None,Great dane,0.7837649999999999,True,Rhodesian ridgeback,0.114147,True,Rhodesian ridgeback,0.0464395,True,9277,1914
852672615818899456,12,10,Aspen,2017,Thu,Apr,23,None,Golden retriever,0.7112350000000001,True,Otterhound,0.0682347,True,Otterhound,0.0465617,True,15275,2249
852553447878664193,13,10,Jarod,2017,Thu,Apr,16,None,Bloodhound,0.186498,True,Brabancon griffon,0.13902799999999998,True,Brabancon griffon,0.12594,True,16768,3666
852311364735569921,13,10,Wiggles,2017,Thu,Apr,0,None,Barbell,0.971581,False,Dumbbell,0.028417900000000006,False,Dumbbell,5.59504e-07,False,33955,10307
852226086759018497,14,10,General,2017,Wed,Apr,18,None,Prison,0.352793,False,Dishwasher,0.110723,False,Dishwasher,0.094112,False,20519,7100
852189679701164033,12,10,Sailor,2017,Wed,Apr,16,None,Barrow,0.42315,False,Bernese mountain dog,0.415374,True,Bernese mountain dog,0.0673454,True,11762,1661
851591660324737024,11,10,None,2017,Tue,Apr,0,None,Cardigan,0.394507,True,Chihuahua,0.077254,True,Chihuahua,0.07655880000000001,True,16646,3627
851464819735769094,14,10,Iggy,2017,Mon,Apr,16,None,Web site,0.919649,False,Menu,0.0263061,False,Menu,0.00348151,False,24946,7414
851224888060895234,13,10,Snoop,2017,Mon,Apr,0,None,Car mirror,0.971512,False,Seat belt,0.00706346,False,Seat belt,0.00568265,True,21267,5986
850753642995093505,11,10,Kyle,2017,Sat,Apr,16,None,Pug,0.996952,True,Bull mastiff,0.000995901,True,Bull mastiff,0.00088338,True,31904,9715
850380195714523136,13,10,Leo,2017,Fri,Apr,16,None,Yorkshire terrier,0.249012,True,Maltese dog,0.166364,True,Maltese dog,0.142254,True,13447,2743
850145622816686080,11,10,Riley,2017,Fri,Apr,0,None,Tennis ball,0.7147979999999999,False,Kelpie,0.10539,True,Kelpie,0.058552699999999985,True,16825,4020
850019790995546112,12,10,Boomer,2017,Thu,Apr,16,pupper,Shetland sheepdog,0.759907,True,Collie,0.107405,True,Collie,0.052335300000000015,True,21082,5140
849776966551130114,12,10,None,2017,Thu,Apr,0,None,Chihuahua,0.292092,True,Toy terrier,0.136852,True,Toy terrier,0.103111,False,31422,7983
849412302885593088,12,10,Noosh,2017,Wed,Apr,0,None,Schipperke,0.907559,True,Crossword puzzle,0.017933900000000003,False,Crossword puzzle,0.016190700000000002,True,16388,3304
849336543269576704,11,10,None,2017,Tue,Apr,19,None,Patio,0.521788,False,Prison,0.149544,False,Prison,0.0271526,False,11790,1987
849051919805034497,13,10,Kevin,2017,Tue,Apr,0,None,Fountain,0.997509,False,American black bear,0.00141312,False,American black bear,0.000681115,False,43845,8962
